IDBASE;TYPEEMPLACEMENT;DOMANIALITE;ARRONDISSEMENT;COMPLEMENTADRESSE;NUMERO;LIEU / ADRESSE;IDEMPLACEMENT;LIBELLEFRANCAIS;GENRE;ESPECE;VARIETEOUCULTIVAR;CIRCONFERENCEENCM;HAUTEUR (m);STADEDEVELOPPEMENT;REMARQUABLE;geo_point_2d
2024275.0;Arbre;Jardin;BOIS DE VINCENNES;;;ARBORETUM DE L ECOLE DU BREUIL - ROUTE DE LA FERME / ROUTE DE LA PYRAMIDE;719480637;Epicéa;Picea;orientalis;;0.0;0.0;;0;48.8213368478, 2.45689012323
2024426.0;Arbre;Jardin;BOIS DE VINCENNES;;;ARBORETUM DE L ECOLE DU BREUIL - ROUTE DE LA FERME / ROUTE DE LA PYRAMIDE;720060156;Epicéa;Picea;sitchensis;;0.0;0.0;;0;48.8214296469, 2.4576356406
2024278.0;Arbre;Jardin;BOIS DE VINCENNES;;;ARBORETUM DE L ECOLE DU BREUIL - ROUTE DE LA FERME / ROUTE DE LA PYRAMIDE;719480623;Epicéa;Picea;likiangensis;;0.0;0.0;;0;48.8211500407, 2.45691811032
102751.0;Arbre;Jardin;PARIS 18E ARRDT;;;SQUARE RAYMOND QUENEAU;00000004;Epicéa;Picea;pungens f. Glauca;;20.0;0.0;;;48.8957261361, 2.3609312059
136348.0;Arbre;Jardin;PARIS 16E ARRDT;;;JARDIN DES SERRES D AUTEUIL / 1 AVENUE GORDON BENNETT;00040064;Epicéa;Picea;abies;'Clanbrassiliana';19.0;0.0;;;48.8465684421, 2.25297550502
160479.0;Arbre;CIMETIERE;SEINE-SAINT-DENIS;;;CIMETIERE DE PANTIN / DIV 144;D00000144023;Epicéa;Picea;abies;;30.0;4.0;;;48.9065277379, 2.41948888708
191524.0;Arbre;DFPE;PARIS 13E ARRDT;;;RICAUT (10);19580013;Epicéa;Picea;abies;;50.0;8.0;JA;0;48.8297613434, 2.36036113861
2015713.0;Arbre;Jardin;BOIS DE VINCENNES;;;PARC FLORAL DE PARIS / ROUTE DE LA PYRAMIDE;00320023;Epicéa;Picea;abies;;70.0;14.0;A;0;48.8357931082, 2.44423553358
185656.0;Arbre;DASCO;PARIS 16E ARRDT;;;MURAT (162) MAT;06060004;Epicéa;Picea;abies;;32.0;5.0;JA;0;48.8390112702, 2.26468226135
2024265.0;Arbre;Jardin;BOIS DE VINCENNES;;;ARBORETUM DE L ECOLE DU BREUIL - ROUTE DE LA FERME / ROUTE DE LA PYRAMIDE;719801129;Epicéa;Picea;abies;;0.0;0.0;;0;48.8214623695, 2.45674483883
191107.0;Arbre;DASCO;PARIS 15E ARRDT;;;ECOLE MATERNELLE / 35 AVENUE EMILE ZOLA;070801005;Epicéa;Picea;abies;;50.0;9.0;J;0;48.8465623796, 2.28164998165
108725.0;Arbre;Jardin;PARIS 16E ARRDT;;;JARDIN DU TROCADERO;00000517;Epicéa;Picea;n. sp.;;70.0;10.0;;;48.8618115305, 2.29212850867
123703.0;Arbre;Jardin;PARIS 12E ARRDT;;;SQUARE CHARLES PEGUY;00000147;Epicéa;Picea;pungens f. Glauca;;40.0;5.0;;;48.8392192083, 2.40716588321
125867.0;Arbre;Jardin;PARIS 14E ARRDT;05 - Les voies férrées / Station RER;;PARC MONTSOURIS / 28 BOULEVARD JOURDAN;0014A1003;Epicéa;Picea;n. sp.;;44.0;5.0;JA;0;48.8207459701, 2.33874879592
200484.0;Arbre;DJS;PARIS 11E ARRDT;;;BOULODROME MENILMONTANT / 51 BVD DE MENILMONTANT;00990009;Epicéa;Picea;abies;;35.0;7.0;J;;48.8616119004, 2.38744141344
160470.0;Arbre;CIMETIERE;PARIS 14E ARRDT;;;CIMETIERE DE MONTPARNASSE GRAND / DIV 11;D00000011006;Epicéa;Picea;abies;;125.0;12.0;JA;0;48.8376476721, 2.32705223651
2024288.0;Arbre;Jardin;BOIS DE VINCENNES;;;ARBORETUM DE L ECOLE DU BREUIL - ROUTE DE LA FERME / ROUTE DE LA PYRAMIDE;720060128;Epicéa;Picea;abies;;0.0;0.0;;0;48.8213396303, 2.45721770874
2016654.0;Arbre;DASCO;PARIS 16E ARRDT;;;ECOLE MATERNELLE / 9 RUE BOULAINVILLIERS;083202002;Epicéa;Picea;abies;;60.0;7.0;A;0;48.8516085301, 2.2765758867
160462.0;Arbre;CIMETIERE;PARIS 20E ARRDT;;;CIMETIERE DU PERE LACHAISE / DIV 86;D00000086015;Epicéa;Picea;abies;;40.0;6.0;A;0;48.8629560945, 2.3945512954
186272.0;Arbre;DASCO;PARIS 18E ARRDT;;;POISSONNIERS (142) ELEM;11863015;Epicéa;Picea;abies;;76.0;11.0;A;0;48.8966936886, 2.35313939087
198040.0;Arbre;DJS;PARIS 13E ARRDT;;;CENTRE SPORTIF GEORGES CARPENTIER / 81 BOULEVARD MASSENA;00010434;Epicéa;Picea;n. sp.;;100.0;12.0;A;0;48.8205546261, 2.36780452945
2024266.0;Arbre;Jardin;BOIS DE VINCENNES;;;ARBORETUM DE L ECOLE DU BREUIL - ROUTE DE LA FERME / ROUTE DE LA PYRAMIDE;719801130;Epicéa;Picea;abies;;0.0;0.0;;0;48.8214805879, 2.45678183161
119461.0;Arbre;Jardin;PARIS 18E ARRDT;;;SQUARE DE LA MADONE / 30 RUE MARC SEGUIN;000104010;Epicéa;Picea;pungens f. Glauca;;35.0;6.0;J;0;48.8931582682, 2.36170592059
125055.0;Arbre;Jardin;PARIS 4E ARRDT;;;SQUARE JEAN XXIII / 2 QUAI DE L ARCHEVECHE;00000063;Epicéa;Picea;pungens;'Koster';90.0;9.0;;;48.8520628028, 2.35165840756
190805.0;Arbre;DASCO;PARIS 20E ARRDT;;;ECOLE ELEMENTAIRE / 20 RUE MARYSE HILSZ;096502016;Epicéa;Picea;abies;;75.0;8.0;A;0;48.8506889155, 2.41327607427
2024290.0;Arbre;Jardin;BOIS DE VINCENNES;;;ARBORETUM DE L ECOLE DU BREUIL - ROUTE DE LA FERME / ROUTE DE LA PYRAMIDE;720060129;Epicéa;Picea;abies;;0.0;0.0;;0;48.8214231029, 2.45725184315
160483.0;Arbre;CIMETIERE;SEINE-SAINT-DENIS;;;CIMETIERE DE SAINT-OUEN NOUV / DIV 21;D00000021003;Epicéa;Picea;abies;;68.0;6.0;A;0;48.9093904963, 2.34791926711
188218.0;Arbre;DFPE;PARIS 11E ARRDT;;;BEAUHARNAIS (16 CITE);20370004;Epicéa;Picea;abies;;75.0;10.0;JA;0;48.8536257041, 2.39029700159
160473.0;Arbre;CIMETIERE;SEINE-SAINT-DENIS;;;CIMETIERE DE PANTIN / DIV 167;D00000167027;Epicéa;Picea;abies;;65.0;8.0;;;48.906797789, 2.3991168629
2019138.0;Arbre;Jardin;PARIS 15E ARRDT;;;SQUARE DU DOCTEUR CALMETTE / 2 RUE JEAN SICARD;000105030;Epicéa;Picea;abies;;0.0;0.0;;0;48.828837434, 2.29747810847
139244.0;Arbre;Jardin;PARIS 16E ARRDT;;;SQUARE ROGER COQUOIN / 14 AVENUE FERDINAND BUISSON;000101025;Epicéa;Picea;abies;;70.0;10.0;JA;0;48.8356544616, 2.25529611579
199342.0;Arbre;DJS;PARIS 20E ARRDT;;;CENTRE SPORTIF LOUIS LUMIERE / 30 RUE LOUIS LUMIERE;00850032;Epicéa;Picea;abies;;80.0;12.0;JA;;48.8581125488, 2.4129122379
123716.0;Arbre;Jardin;PARIS 12E ARRDT;;;SQUARE CHARLES PEGUY;00000160;Epicéa;Picea;omorika;;45.0;4.0;;;48.8385148653, 2.4066362848
160478.0;Arbre;CIMETIERE;SEINE-SAINT-DENIS;;;CIMETIERE DE PANTIN / DIV 137;D00000137003;Epicéa;Picea;abies;;90.0;8.0;;;48.903510291, 2.41467571025
110944.0;Arbre;Jardin;PARIS 14E ARRDT;03 - Le côteau du Bardo / Souris Verte;;PARC MONTSOURIS / 28 BOULEVARD JOURDAN;0025A1002;Epicéa;Picea;breweriana;;39.0;5.0;JA;0;48.8221241918, 2.33795587115
2009289.0;Arbre;DJS;PARIS 18E ARRDT;;;CENTRE SPORTIF CHAMPIONNET / 172 RUE CHAMPIONNET;00660205;Epicéa;Picea;pungens;'Koster';15.0;3.0;;0;48.8957986763, 2.33537983687
2024276.0;Arbre;Jardin;BOIS DE VINCENNES;;;ARBORETUM DE L ECOLE DU BREUIL - ROUTE DE LA FERME / ROUTE DE LA PYRAMIDE;720060101;Epicéa;Picea;sitchensis;;0.0;0.0;;0;48.821264855, 2.45695389259
139903.0;Arbre;Jardin;PARIS 19E ARRDT;;;MAIL MARCEL ACHARD;00000062;Epicéa;Picea;abies;;45.0;0.0;;;48.8733732857, 2.37711035197
184520.0;Arbre;DASCO;PARIS 5E ARRDT;;;ECOLE MATERNELLE / 97 RUE MOUFFETARD;085001002;Epicéa;Picea;abies;;50.0;8.0;JA;0;48.8412937984, 2.34999193453
187634.0;Arbre;DASCO;PARIS 13E ARRDT;;;ECOLE MATERNELLE / 29 RUE DES LONGUES RAIES;067802001;Epicéa;Picea;abies;;85.0;11.0;JA;0;48.8209940686, 2.34768838987
184447.0;Arbre;DASCO;PARIS 15E ARRDT;;;ECOLE MATERNELLE / 17 RUE VOLONTAIRES;06100001;Epicéa;Picea;abies;;40.0;7.0;JA;0;48.8421857129, 2.30758839835
191203.0;Arbre;DASCO;PARIS 13E ARRDT;;;BOBILLOT (31);05340002;Epicéa;Picea;abies;;70.0;11.0;JA;0;48.8289037337, 2.35441834221
2024433.0;Arbre;Jardin;BOIS DE VINCENNES;;;ARBORETUM DE L ECOLE DU BREUIL - ROUTE DE LA FERME / ROUTE DE LA PYRAMIDE;719801154;Epicéa;Picea;asperata;;0.0;0.0;;0;48.8216081, 2.4576653828
160472.0;Arbre;CIMETIERE;SEINE-SAINT-DENIS;;;CIMETIERE DE SAINT-OUEN ANCIEN / DIV 4;D00000004001;Epicéa;Picea;abies;;155.0;13.0;A;0;48.9061118535, 2.35053915454
